"n","B","seed","ghat.OL.1","ghat.OL.2","ghat.OL.3","ghat.OL.4","ghat.NL.1","ghat.NL.2","ghat.NL.3","ghat.NL.4","ghat.CL.1","ghat.CL.2","ghat.CL.3","ghat.CL.4","ghat.OI.1","ghat.OI.2","ghat.OI.3","ghat.OI.4","ghat.NI.1","ghat.NI.2","ghat.NI.3","ghat.NI.4","ghat.CI.1","ghat.CI.2","ghat.CI.3","ghat.CI.4","evar.OL.1","evar.OL.2","evar.OL.3","evar.OL.4","evar.NL.1","evar.NL.2","evar.NL.3","evar.NL.4","evar.CL.1","evar.CL.2","evar.CL.3","evar.CL.4","evar.OI.1","evar.OI.2","evar.OI.3","evar.OI.4","evar.NI.1","evar.NI.2","evar.NI.3","evar.NI.4","evar.CI.1","evar.CI.2","evar.CI.3","evar.CI.4"
800,10,3000001,-2.84262687149049,0.795846206401175,-0.525020681634046,-0.153214152852561,-1.80181956141897,0.510357501591064,-0.428277621356065,-0.220131383913352,-19.1186016211468,3.62786194427828,-1.44770741929844,3.47148355608291,-1.36675611946343,0.441165054838691,-0.499004824975028,-0.635925475367745,-1.26323907917483,0.306443391055123,-0.32431673657277,-0.601102142390661,-1.62042259004542,0.402669018375469,-0.34955801398034,-0.597736859813176,0.523313298753902,0.0216366793604831,0.0314268268230554,0.0415357717322754,0.408859421933721,0.0165934733848107,0.0246144765046879,0.0343633255573286,260.902989799859,0.577380596864085,4.51111335088403,14.5951953417536,2.00812413259037,0.105351901450828,0.0574267459540964,0.0320057826203658,4.36240198426694,0.106054026911666,0.0970218082387476,0.129568502012761,1.38754598846429,0.392493340500317,0.430256784171778,0.0169233702431772
800,10,3000002,-1.62052050901576,0.443114702688254,-0.294035123118848,-0.554563604913178,-0.496125944165148,0.255429977916917,-0.418347199851828,-0.571936941318688,1.08973182821892,-0.0265371513444558,-0.581262943151277,-0.533150495509422,-2.0137583868895,0.346953157436821,-0.289501141802035,-0.488769940033686,-1.53671350999246,0.242477786886199,-0.288543086043399,-0.519089787269961,-1.35663935417656,0.214085003458994,-0.355248426908335,-0.430330156567977,1.7722491309247,0.0596368316162124,0.0407084794195358,0.0503512341473676,0.926423634095428,0.0302087387974465,0.0353719164213702,0.0541942633899466,0.695547946846096,0.0327818745189839,0.0439050092097043,0.0317321570810387,253.374659229068,8.13552559138789,0.292754522467705,2.88136745076928,9596.22983313991,305.716336026607,0.779784588993887,183.519841870885,17.743414893984,0.970572858060859,0.149883668755257,0.489928771829697
800,10,3000003,-1.33468704364756,0.459750641781476,-0.194561432773072,-0.827037401111374,-0.991116807651384,0.31904574267632,-0.11964640206858,-0.795109293377293,-1.23201108247738,0.401641059086411,-0.158120253907563,-0.801213770726029,-1.87417037825243,0.424573686683941,-0.275221919674156,-0.85926953459175,-1.4988812436623,0.263559346723999,-0.143501771259095,-0.849218654170738,-1.74579500924686,0.336090757385828,-0.169430982778288,-0.844276892489858,0.835869522645967,0.0251591036115509,0.0488667402041383,0.101518513135837,0.600844749011848,0.0154359076981413,0.0271761310847591,0.0966953346323771,0.841298159196173,0.0298167109425353,0.0503514581823609,0.105804710484898,0.758821654522371,0.025617753468299,0.067949532487727,0.0427060015456188,0.193103173342962,0.00644728256961342,0.0102814075658735,0.0160687568608758,0.874488609430704,0.0266473723618913,0.0319433800860927,0.0255595636588826
800,10,3000004,-2.91453919871099,0.766148893498527,-0.176674811799266,-0.446964870866974,-2.44369099300785,0.518558460907882,-0.00416215860168885,-0.380340975613002,5.04068424346256,-3.50693532660201,9.14157267935572,-14.7550892537104,-1.97294932059779,0.428875834246353,-0.343601801248452,-0.646714024171091,-1.48937751759063,0.258865222484477,-0.24406759507167,-0.641881390001541,-1.34754637950668,0.316739877385296,-0.423560592088237,-0.61667327419357,1.02858622657408,0.0316652885883402,0.0370532354752158,0.0439617323203789,0.739399127819394,0.0204339823953667,0.0318688421690929,0.0383134065676033,643.288895989207,5.19013869867903,42.1161261135909,6.264307716012,0.842428458025966,0.0112904558229094,0.0413787909332233,0.0363141900063366,1.4602013288143,0.0129538214833534,0.133475827469108,0.073147400153166,9.82991110968263,0.0470987269254729,1.24007665916475,0.132226701585987
800,10,3000005,-0.0358183852185245,0.28110897561378,-0.455515544697137,-0.60310686466535,0.0112504893076218,0.20120482392538,-0.413192956360152,-0.570524416027974,0.205955872078073,0.284836732983185,-0.597662461050038,-0.624464004731866,-2.10814864988367,0.315948473871289,-0.118189005563613,-0.606196661978728,-1.64501124961065,0.221618543500903,-0.135544134265755,-0.610064876443749,-1.80005954657752,0.288376985415287,-0.191901239535348,-0.612734802022715,0.682610004460708,0.0209336297074742,0.0321898529627805,0.0471288996842747,0.659048879570772,0.0170789317179762,0.0306479404050148,0.0511831442813955,0.658232903575576,0.0235410846176832,0.0372939731906634,0.0535746594196808,1.28863358585155,0.12242831110248,0.307707212425777,0.103746367606805,0.222244754507478,0.00496977485906881,0.0286163039650617,0.0197571346758932,1.1451172543948,0.0121853017772944,0.330490063456345,0.0280296973029527
800,10,3000006,-2.66118795134101,0.82041881991807,-0.687261542670975,-0.241959895013135,-1.32397933017352,0.364808289108815,-0.439961340712408,-0.156717850065962,-11.2565585790065,0.747091366485273,11.8449138491928,-11.7318073491509,-2.38538118968874,0.574721348613473,-0.628088573766611,-0.358119300646359,-2.15663431060274,0.41607864701947,-0.48308565399016,-0.275604030994774,-2.56377793256206,0.631664517579263,-0.673495941525144,-0.41806591086937,1.32368859530185,0.0751303209901928,0.0991388946518859,0.0468304010852223,0.705325284769906,0.0385773982239648,0.0959968165851262,0.0575242846918994,599.758162483408,26.8640153441856,5.16396969413859,49.9982554764908,2143.27907288469,45.4025657005952,1.06027632413432,61.1938631419367,61.2814848085303,1.040697130573,3.74527544319213,1.28576366097071,21.0902585513263,0.655489291453362,0.670773472526461,0.517812968238325
800,10,3000007,-1.18601892375278,0.428834674036305,-0.311247670898491,-0.658184386188213,-0.81860077814983,0.32622787382383,-0.274112647090854,-0.689059151722564,-1.23426769913623,0.528712955077715,-0.434069813744876,-0.725326339932083,-1.68408114580887,0.295533485528407,-0.186765734921548,-0.682076098579912,-1.4722122763031,0.235485746431017,-0.171511031026128,-0.684284502626818,-1.16237101154827,0.179593225755925,-0.196666741533439,-0.710011128342669,0.876509479829607,0.0383035718037013,0.0403514049995431,0.0523423701905067,0.866985753918904,0.0449718221253645,0.0414468084946826,0.0712234007161749,0.815209533835116,0.0378096460189718,0.0418470834447411,0.0468305019274906,0.859643710576627,0.0111022323702052,0.429553913169389,0.308577072594484,633.251040560114,48.9880590914718,199.644693659604,386.485010611689,9.31843236254247,0.200691143411889,1.9316800513364,1.29731098397122
800,10,3000008,-2.11787749039511,0.889293113977386,-0.611895823962645,-0.815658543930959,-2.6612622837717,0.879073956615431,-0.36948133409475,-0.846628116570435,-5.16992983282814,1.86014974219056,-0.882131481107868,-1.11868417586382,-1.89496757424972,0.503507799149611,-0.499053093295913,-0.615427681845661,-1.89723745476715,0.393512665459726,-0.313000576062914,-0.588416556491511,-2.25539808340802,0.573342561431916,-0.529851355373834,-0.598757999717904,0.862426846038705,0.0421239867343034,0.0612083286982423,0.0548291290648482,0.891730486729018,0.040103285549281,0.0371159040120903,0.0518304484514594,8.27942641391189,0.463448785562148,0.171847309860158,0.264425382349516,30.7482066275801,1.49675865321472,0.00956751596824015,0.115607980259892,0.780887056180727,0.0225895063985784,0.00699697658768517,0.0140170770067774,2.63587574599776,0.0865198304728502,0.0279432516961171,0.0251236890003584
800,10,3000009,-2.02648271786973,0.549333107986286,-0.245766498029194,-0.374723436647399,-1.19914581769815,0.396799755460931,-0.308010368391573,-0.401775862941417,-1.41586410465778,0.514572909217533,-0.413248256998127,-0.399776597328143,-1.76977666628027,0.319545014083303,-0.191347977726696,-0.514330128376546,-1.33607623995745,0.225171512156052,-0.171919963057797,-0.582689825910991,-1.28824737590988,0.248413326786191,-0.183869596815943,-0.63507667781306,1.87813335504714,0.0391676234068619,0.076466399567595,0.0463785413342815,0.880855069851093,0.0173315782176287,0.0405636783899903,0.0368050159747507,1.5296308198794,0.0325719416106656,0.0782342251272711,0.0453069073442379,10.2756636222008,0.144223609304926,0.291206097449503,0.149097553606012,44.5833410840245,0.498051754852842,0.913711169985732,1.5832415631033,11.596907861159,0.308898382164193,0.388674755009161,0.357300903806585
800,10,3000010,-2.27573802064393,0.820713097624648,-0.525327289110679,-0.610864276724418,-1.50441753704697,0.565750813042364,-0.42046090854629,-0.633126233190709,-1.92113957091624,0.817354005418381,-0.710574735591688,-0.628036920201766,-0.537851019466276,0.299208754353393,-0.621642806890469,-0.772014043777345,-1.04745650038209,0.294602864888435,-0.403553643340787,-0.758996039194074,-0.72799150304724,0.329598085295913,-0.576722203974541,-0.804887416349325,1.27769001595344,0.0350002073994231,0.069037043286227,0.0670252327563457,1.0424483218136,0.029971889492702,0.0557304820928159,0.06160960238308,1.35496572044136,0.0392631402983097,0.0840620234092003,0.0621015364220657,1.97479495386213,0.0501164114673389,0.00894775102253091,0.0620306712436794,0.468615665096267,0.00979553764266624,0.00616648318071006,0.028460944533614,1.24120538264809,0.0497752490791724,0.0147471775684058,0.0342657864200594
