"n","B","seed","ghat.OL.1","ghat.OL.2","ghat.OL.3","ghat.OL.4","ghat.NL.1","ghat.NL.2","ghat.NL.3","ghat.NL.4","ghat.CL.1","ghat.CL.2","ghat.CL.3","ghat.CL.4","ghat.OI.1","ghat.OI.2","ghat.OI.3","ghat.OI.4","ghat.NI.1","ghat.NI.2","ghat.NI.3","ghat.NI.4","ghat.CI.1","ghat.CI.2","ghat.CI.3","ghat.CI.4","evar.OL.1","evar.OL.2","evar.OL.3","evar.OL.4","evar.NL.1","evar.NL.2","evar.NL.3","evar.NL.4","evar.CL.1","evar.CL.2","evar.CL.3","evar.CL.4","evar.OI.1","evar.OI.2","evar.OI.3","evar.OI.4","evar.NI.1","evar.NI.2","evar.NI.3","evar.NI.4","evar.CI.1","evar.CI.2","evar.CI.3","evar.CI.4"
800,10,7000001,-2.89693424264171,0.859875721860713,-0.405812175548044,-0.645376917404829,-2.04109502337104,0.652950573680576,-0.414102858986729,-0.645284142562909,-18.8099143021498,0.403234818555817,2.87510513160953,5.00171713020664,-1.78528293352138,0.41919023833958,-0.359166240915111,-0.648425826282639,-0.791744108875255,0.239326946276969,-0.436852624677458,-0.709684119179412,-0.341239293728268,0.277289943395865,-0.684831830647902,-0.734401340930308,1.1608814967174,0.0344543068771609,0.0280364321727622,0.0732402422822634,0.53394529560942,0.0261617987805901,0.0288123486551983,0.0527896295281918,27.5219781094529,0.875351454028307,0.868322701234875,0.600651318649779,3.40345564760625,0.018852776028889,0.020418292433851,0.562449024708812,6.80516759513,0.0337359185726345,0.189001523700254,0.507824189184606,210.570833696753,0.612728487844394,13.1196995110779,7.48271451052203
800,10,7000002,-1.71910417853444,0.840521675585702,-0.745519355187146,-0.803369906325274,-1.71238126447036,0.755436895926606,-0.644695030658934,-0.756924211180703,-67.1693212219967,4.31311918630652,9.91979626149232,12.2332775032627,-1.79679642690401,0.638276882228009,-0.573060201956468,-1.19729831172185,-1.82723954949314,0.577578064644857,-0.497511903653079,-1.14014262089468,-1.91870270565877,0.73727973359728,-0.6912810639452,-1.3146925256627,1.4976075678987,0.0439264034527195,0.102110666496927,0.207138494117021,1.19149030451944,0.0387626074293812,0.105099588648472,0.159652829240322,682.894891346353,5.12813034873953,16.3724271109488,29.8413160566124,1.43301873856747,0.0878869531357013,0.290700509708287,0.796691659065353,0.723554151060856,0.0214290750563864,0.272171489956569,0.356182449904048,8.67948796134467,0.0990633835279445,2.94101062126166,0.730022317724409
800,10,7000003,-1.75205518410885,0.571333223494607,-0.435751669495077,-0.171983742886008,-0.908901557515963,0.40683523763526,-0.504842223599758,-0.182148909607796,-0.925559185125579,0.552276970629543,-0.760514330128957,-0.160942467620021,-2.18395134960018,0.36313676355206,-0.128619894684883,-0.496589628192891,-1.31168967494818,0.217606362953128,-0.210259792831213,-0.545233275776645,-0.944223580068788,0.24609563516526,-0.404028248032838,-0.539905335410352,0.767509475154397,0.0229214300635059,0.0453208584294716,0.0404380391946675,0.400638723968601,0.012296274085534,0.0260054511721438,0.0435723236526586,0.765800170957495,0.0243145807791332,0.0547471604770941,0.0447138473696861,0.188978034477143,0.00824284706914696,0.017500823867721,0.0116480578459967,0.147497955544986,0.00736867919073086,0.0140268018294698,0.0181017082381787,0.255215622087365,0.012317297067183,0.0400744629328483,0.00910833118731273
800,10,7000004,-1.0939056050966,0.658158257460819,-0.752187607302848,-0.509615938278887,-0.903281959001668,0.559961505210586,-0.701989049277191,-0.498514387817087,-1.5856828906434,0.85738653880876,-0.912166334195645,-0.585481748464513,-2.38205054425313,0.503045120930354,-0.412355622247582,-0.347321657595059,-1.72623424220211,0.306526206068723,-0.326247997000444,-0.347063400920922,-1.60790648607077,0.346400943967026,-0.50242732037733,-0.268347546454553,0.942665979634259,0.0341274828872855,0.0424001937459681,0.0731542790367635,1.06337612864404,0.0352626082614939,0.0340919096196484,0.0647413885172627,1.10476892659335,0.0448247190828308,0.05481484073237,0.0889251986278344,1.43294465535994,0.0470040291568595,0.0171107470323114,0.0263307895824415,1.99776784389727,0.0501710197056174,0.0155140210214926,0.0399627741747243,5.54249053573737,0.291538875654447,0.0268727206962919,0.0272488583312563
800,10,7000005,-3.96392119935193,1.16267687700003,-0.582830729022317,-0.520033552912701,-2.47156890393089,0.771802560527512,-0.495511886636605,-0.455635669514886,59.2033721918259,-9.80841658493831,6.8077111115433,-38.4171143087566,-3.14795368118961,0.756064240720278,-0.447114206805247,-0.600689619238513,-2.45712829522191,0.571384485275397,-0.39330524552403,-0.608624433730134,-2.99728357941092,0.750334710812488,-0.478290804490745,-0.639332163967419,1.49653539369905,0.0701526207074159,0.0466500616392545,0.0522355434495228,0.857051924978378,0.0357400134915058,0.0324899038539164,0.0398767659698332,1192.74546649204,13.6077954735074,51.2602257612725,555.116303916292,19.8508485251418,0.599640917525061,0.0493629552753725,0.252563250619717,1.20095477646096,0.0371078566700141,0.0258348415168113,0.020312606956457,4.74857374076462,0.305115256910787,0.213062331789676,0.00878837391800067
800,10,7000006,-1.99640079198998,0.590566461625903,-0.38601183878483,-0.210054761446547,-1.42245703826048,0.407243036793373,-0.33255352077892,-0.177505117040036,-1.84149820029677,0.574504238632723,-0.453667607745259,-0.166476083130747,-3.15369951742831,0.642071205820167,-0.336587270993154,-0.344266731830118,-2.54463862898794,0.438074307779536,-0.220973544557352,-0.318712022025946,-2.45130327214132,0.537321305269317,-0.393995035520242,-0.393977452947097,0.833849405989664,0.03149858487633,0.0361057407017298,0.0358458689925658,0.6280227552857,0.020229722302253,0.0224655520848207,0.0359734487225382,0.802890869292608,0.0302929855505223,0.0369852435557703,0.0350864575320134,15.7128956312843,0.537863977008944,0.0298403902142824,0.133449578183591,1.13359946344111,0.0468746395033085,0.0268638205176565,0.0317471952743135,1.37483711345866,0.0722979828864072,0.0365509937150192,0.0163517239864419
800,10,7000007,-0.581979300107506,0.53938570796386,-0.797679167986202,-0.588000033658713,-0.468279727922059,0.353070650342203,-0.514831873335414,-0.578488870629136,-0.504807506131713,0.443909992635841,-0.660343152952082,-0.56186655229042,-0.70348750524611,0.240123378214478,-0.583351803987405,-0.519662678487966,-1.00178603403551,0.244083329250887,-0.473232967644239,-0.512959712471514,-0.777329370003251,0.251694866296673,-0.658112958315987,-0.376106265147694,0.915298763168149,0.0342159345375176,0.0425783527477101,0.0378086064823128,0.793246415722238,0.0189562391568477,0.0286125938926103,0.0449260883101263,0.844679678856556,0.0274403463403858,0.0399711314190289,0.0351419143274439,1.14712270205005,0.0156138546951229,0.0421704243588716,0.0486828443869243,1.16579895146307,0.0268835323454373,0.0625889582481393,0.23071540171429,1.70028672802988,0.39826041507876,0.112341405767207,0.933141726306833
800,10,7000008,-2.37863663316065,0.792892196078551,-0.236089635835386,-0.833161361627063,-1.83711981423438,0.621804248836247,-0.16764266381339,-0.840269214829464,-2.36225129595253,0.796527525961955,-0.231628265565503,-0.908944699714326,-2.04892087414309,0.411834204265599,-0.249952161082872,-0.60587931371896,-1.73791398261174,0.310838909793434,-0.221797295153463,-0.558356155982746,-1.42801591807459,0.435724013408097,-0.540307624319671,-0.640545728214159,0.857876485825745,0.025535056210155,0.0580070603097692,0.106583454104,0.568052848283473,0.0208358797451346,0.0317282974107201,0.120578204065147,0.86863318899259,0.0236542160719082,0.0569642149669144,0.098308786796749,0.609295477313131,0.0114324289168161,0.0295125636749983,0.0262892142800862,1.32902911733327,0.0285341834931177,0.0226607772903066,0.0253263386575531,12.9551859322912,0.190361006904463,0.303507080620382,0.202023110946769
800,10,7000009,-1.55381711188582,0.496744425036613,-0.513898367767133,-0.355385744431844,-1.41973108696273,0.434452551579869,-0.507365218661754,-0.295606687130609,-1.52112238286791,0.614081454635543,-0.789029997243155,-0.257227896673992,-1.87849339115789,0.426748234241971,-0.537676359412909,-0.442215219255651,-2.10429329149195,0.40615418319199,-0.406161583919479,-0.43986989372721,-2.04419089439817,0.513377200370085,-0.628590751060399,-0.455093832192397,0.617859166645259,0.0382127969311661,0.050439791801266,0.074358383195855,0.656883051144025,0.031450960596794,0.0352637581459024,0.0711188985634271,0.591913159221723,0.0526850417530316,0.0720415318614112,0.0671641758723567,0.207157415037608,0.00953881457419841,0.0126395165170261,0.0140069566026174,0.31039460013632,0.0107752730525429,0.0089716171359904,0.00993548155265032,0.517227538855712,0.0225013150714908,0.0521671358043588,0.0136068177440243
800,10,7000010,-1.37542851000807,0.649426206048755,-0.633350476887225,-0.719258470057995,-0.535429600912338,0.399666146857344,-0.552690072177138,-0.724579603221469,-0.809277656545592,0.713349511111264,-0.968679385726883,-0.86869738770728,-0.966283670388291,0.281523275251189,-0.478029136467451,-0.812119682497632,-1.1508618698088,0.300788359108141,-0.444652464281258,-0.81247444229256,-1.16953909874548,0.430380283252373,-0.678500148304217,-0.819024591940671,1.39300286881191,0.0718033294767302,0.0906918319562915,0.0413759195819473,0.920073081678628,0.0383162011252336,0.0458323323250979,0.0480151003394937,1.96441673303559,0.0819376965517669,0.112040428270492,0.0584990964568965,4.06068362486951,0.0647507237341365,0.261555293583818,0.280677787347648,1.44464491080226,0.0100272947330358,0.0934854647861025,0.127558039056103,2.298770447347,0.0196742722750445,0.135720794086677,0.112065894671111
